"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","location","us_states"
"Worried that you have to stop #breastfeeding if you have the #flu?   Here is why you need to keep breastfeeding you… https://t.co/2nwP7kserT",FALSE,1,NA,"3/3/2018 17:15",TRUE,NA,9.7e+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","breastfeedingaz",0,FALSE,FALSE,-112.0740373,33.4483771,"phoenix, Arizona","Arizona"
"RT @NeonNettle: An investigation has found that #BigPharma is growing the flu virus in chicken eggs, causing it to mutate and become untrea…",FALSE,0,NA,"3/3/2018 17:13",FALSE,NA,9.7e+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","aahmed28051994",12,TRUE,FALSE,73.22068,3.202778,"Maldives",NA
"RT @whiskynsunshine: The latest The #Vermont Edition! https://t.co/1QtfslNF4S #coldseason #fluseason",FALSE,0,NA,"3/3/2018 17:06",FALSE,NA,9.7e+17,NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","DazzlingDeal",2,TRUE,FALSE,-122.6764815,45.5230622,"Portland, OR","Oregon"
"The latest The #Vermont Edition! https://t.co/1QtfslNF4S #coldseason #fluseason",FALSE,0,NA,"3/3/2018 17:06",FALSE,NA,9.7e+17,NA,"<a href=""http://paper.li"" rel=""nofollow"">Paper.li</a>","whiskynsunshine",2,FALSE,FALSE,-122.6764815,45.5230622,"Portland, OR","Oregon"
"Heart attacks may increase after flu diagnosis, study says https://t.co/lJXaFtLBWC
#fluseason",FALSE,0,NA,"3/3/2018 17:01",FALSE,NA,9.7e+17,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","DigitalSelfCare",0,FALSE,FALSE,-84.3879824,33.7489954,"Atlanta, GA","Georgia"
"RT @NewsandGuts: From Dan: The devastating flu epidemic rages on. While the CDC reports that the number of flu cases is finally declining,…",FALSE,0,NA,"3/3/2018 16:58",FALSE,NA,9.7e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","walkerdl",12,TRUE,FALSE,-84.2963123,33.7748275,"Decatur, GA","Georgia"
"RT @ctvottawa: The second wave of #flu cases is hitting the capital hard.
WATCH full report:  https://t.co/PheU71gDAi
#ottnews #fluseason #…",FALSE,0,NA,"3/3/2018 16:48",FALSE,NA,9.7e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Cmdr_Murfin",9,TRUE,FALSE,-75.6971931,45.4215296,"Ottawa ON CANADA",NA
"Air travel has been a symphony of crying babies, awful smells, gate changes and now a guy coughing and sniffling. I… https://t.co/90T2QjIkcq",FALSE,5,NA,"3/3/2018 16:41",TRUE,NA,9.7e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","D808Theory",0,FALSE,FALSE,-157.8583333,21.3069444,"Honolulu",NA
"RT @ECDC_Flu: How is the 2017-18 #FluSeason developing in #Europe? In week 8/2018, influenza activity continued to be widespread in the maj…",FALSE,0,NA,"3/3/2018 16:25",FALSE,NA,9.7e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","filiamd",38,TRUE,FALSE,12.4963655,41.9027835,"Rome, Italy",NA
"RT @ctvottawa: The second wave of #flu cases is hitting the capital hard.
WATCH full report:  https://t.co/PheU71gDAi
#ottnews #fluseason #…",FALSE,0,NA,"3/3/2018 16:21",FALSE,NA,9.7e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jill_ottawa",9,TRUE,FALSE,-75.6971931,45.4215296,"Ottawa, Ontario",NA
"Cold &amp; Flu Season Smoothie #cold #fluseason #smoothie  https://t.co/nRJAkm3DMF",FALSE,0,NA,"3/3/2018 16:18",FALSE,NA,9.7e+17,NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","CreativWellness",0,FALSE,FALSE,-71.1211635,42.3317642,"Brookline, MA","Massachusetts"
"Tips For The Emergency Room #weekend #saturday #hospital #fluseason #tips #heath #agingwell https://t.co/togpVAO3Dl",FALSE,0,NA,"3/3/2018 16:12",FALSE,NA,9.7e+17,NA,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>","expertsincare",0,FALSE,FALSE,-83.9207392,35.9606384,"Knoxville, TN","Tennessee"
"#SaturdayMorning #FluSeason Pray for ya boy! And pray for Universe 7 because it’s going DOWN tonight on Dragon Ball… https://t.co/o54ydop8nZ",FALSE,2,NA,"3/3/2018 16:11",TRUE,NA,9.7e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","miickeytankbank",0,FALSE,FALSE,-74.0059728,40.7127753,"New York, NY",NA
"Tips For The Emergency Room #weekend #saturday #hospital #fluseason #tips #heath #agingwell https://t.co/DAov9ViBPo",FALSE,0,NA,"3/3/2018 16:11",FALSE,NA,9.7e+17,NA,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>","Caring4urblock",0,FALSE,FALSE,-83.9207392,35.9606384,"Knoxville, TN","Tennessee"
"RT @SeventhGen: Some of the germiest locations in your home may not be where you’d think. Learn more about germ hotspots and when to disinf…",FALSE,0,NA,"3/3/2018 16:05",FALSE,NA,9.7e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","USGrocers",6,TRUE,FALSE,-95.712891,37.09024,"United States",NA
"This #fluseason is the worst but the #weekend is here. This #SaturdayMorning pump up the fam with antioxidants!

<ed><U+00A0><U+00BC><ed><U+00BD><U+0093><U+26A1>… https://t.co/TCvk2puZ5Z",FALSE,1,NA,"3/3/2018 16:02",TRUE,NA,9.7e+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","thryveinside",0,FALSE,FALSE,-122.0363496,37.36883,"Sunnyvale, CA","California"
"Him: what are you wearing?
Me: a layer of Vaseline on my face
#FluSeason",FALSE,0,NA,"3/3/2018 15:49",FALSE,NA,9.7e+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","classily_yours",0,FALSE,FALSE,-87.6297982,41.8781136,"Chicago, IL","Illinois"
"I feel like dying #fluseason",FALSE,0,NA,"3/3/2018 15:48",FALSE,NA,9.7e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","wouldnotlikeme",0,FALSE,FALSE,NA,NA,"Tegan's living room/Poland",NA
"Flu season is in full swing, and this year’s virus is spreading rapidly. The CDC reports that this is the worst flu… https://t.co/MSA0t7o7uR",FALSE,0,NA,"3/3/2018 15:45",TRUE,NA,9.7e+17,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","OPDenverCO",0,FALSE,FALSE,-104.990251,39.7392358,"Denver, CO","Colorado"
"RT @NewsandGuts: From Dan: The devastating flu epidemic rages on. While the CDC reports that the number of flu cases is finally declining,…",FALSE,0,NA,"3/3/2018 15:44",FALSE,NA,9.7e+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","siralecpickard",12,TRUE,FALSE,-106.6055534,35.0853336,"Albuquerque, NM","New Mexico"
"Almost finished my @chris_tendai #Tendaicommandments BUT a dreadful cold disrupted my filming process with… https://t.co/F3UvHaLtQQ",FALSE,3,NA,"3/3/2018 15:44",TRUE,NA,9.7e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LauzzyRJ",0,FALSE,FALSE,-0.1277583,51.5073509,"London ",NA
"RT @EU_Health: .@ECDC_Flu: How is the 2017-18 #FluSeason developing in #Europe? 

In week 8/2018, #influenza activity is widespread in most…",FALSE,0,NA,"3/3/2018 15:40",FALSE,NA,9.7e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cougarvet",17,TRUE,FALSE,-74.0059728,40.7127753,"New York, NY",NA
"Eating large amounts of fruit (because of the sugar content) can hinder your recovery time if you have the flu.… https://t.co/1QS746h3s5",FALSE,0,NA,"3/3/2018 15:25",TRUE,NA,9.7e+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","r_luba",0,FALSE,FALSE,-95.712891,37.09024,"USA",NA
"This how my last few days been <ed><U+00A0><U+00BD><ed><U+00B8><U+009E><ed><U+00A0><U+00BE><ed><U+00B4><U+00A7><ed><U+00A0><U+00BD><ed><U+00B8><U+00B7><ed><U+00A0><U+00BE><ed><U+00B4><U+0092> #prayforme #fluseason @ Norfolk, Virginia https://t.co/hC0BDACkEh",FALSE,0,NA,"3/3/2018 15:09",FALSE,NA,9.7e+17,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","YeYoSoundZ",0,FALSE,FALSE,-76.2858726,36.8507689,"Norfolk Va #757",NA
"RT @NeonNettle: An investigation has found that #BigPharma is growing the flu virus in chicken eggs, causing it to mutate and become untrea…",FALSE,0,NA,"3/3/2018 14:58",FALSE,NA,9.7e+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jgx1313",12,TRUE,FALSE,37.6174994,55.7520233,"Underneath Kremlin",NA
"Flu claims 116 lives, with over 3,200 hospitalised  https://t.co/QkuLbcyUat #fluseason #health #healthcare",FALSE,0,NA,"3/3/2018 14:55",FALSE,NA,9.7e+17,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","ShopFirstAid",1,FALSE,FALSE,-8.9588478,51.9048039,"Macroom, Cork",NA
"Hubby and I just got over seven days of ours post convention. #fluseason #conventionflu https://t.co/atYyo4pytx",FALSE,0,NA,"3/3/2018 14:32",FALSE,NA,9.7e+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NancyVAuthor",0,FALSE,FALSE,-110.9212146,32.5000731,"Catalina, AZ, USA","Arizona"
"That moment when it’s 7:22pm you are wearing your pyjamas and you realize you have tickets to an event that has jus… https://t.co/hJcq4yQmCf",FALSE,0,NA,"3/3/2018 14:18",TRUE,NA,9.7e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShineALightJ",0,FALSE,FALSE,-113.5087312,53.5407157,"Central Edmonton",NA
"Find out why my family uses SilverMAX and it's in our Wellness cabinet. Listen to Ken Marsh and MaryBeth Lodge at… https://t.co/PYLzTwsNgm",FALSE,0,NA,"3/3/2018 13:31",TRUE,NA,9.7e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","skeehner",0,FALSE,FALSE,-95.712891,37.09024,"USA",NA
"FluMist is back: Vote reopens the way to wider use of popular vaccine https://t.co/r5ysyr59xm via @statnews… https://t.co/tTmxJbzscT",FALSE,0,NA,"3/3/2018 13:30",TRUE,NA,9.7e+17,NA,"<a href=""https://eclincher.com"" rel=""nofollow"">eClincher</a>","haloarmanage",0,FALSE,FALSE,-104.990251,39.7392358,"Denver, CO","Colorado"
"RT @NeonNettle: An investigation has found that #BigPharma is growing the flu virus in chicken eggs, causing it to mutate and become untrea…",FALSE,0,NA,"3/3/2018 13:29",FALSE,NA,9.7e+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","momohb55555",12,TRUE,FALSE,4.031696,49.258329,"Reims, France",NA
"RT @NeonNettle: An investigation has found that #BigPharma is growing the flu virus in chicken eggs, causing it to mutate and become untrea…",FALSE,0,NA,"3/3/2018 13:04",FALSE,NA,9.7e+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Justice45915604",12,TRUE,FALSE,21.6299881,46.2618467,"Sirius",NA
"RT @ECDC_Flu: How is the 2017-18 #FluSeason developing in #Europe? In week 8/2018, influenza activity continued to be widespread in the maj…",FALSE,0,NA,"3/3/2018 12:43",FALSE,NA,9.7e+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cayesil",38,TRUE,FALSE,-79.9223592,-2.1709979,"Guayaquil, Ecuador",NA
"RT @EU_Health: .@ECDC_Flu: How is the 2017-18 #FluSeason developing in #Europe? 

In week 8/2018, #influenza activity is widespread in most…",FALSE,0,NA,"3/3/2018 12:42",FALSE,NA,9.7e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EduardGToledano",17,TRUE,FALSE,-3.7037902,40.4167754,"Madrid, Comunidad de Madrid",NA
"Thank the lord for Snapchat filters .... #fluseason #recovery https://t.co/QsgTX3QGWS",FALSE,2,NA,"3/3/2018 12:40",FALSE,NA,9.7e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JanE7NDO",0,FALSE,FALSE,-1.212926,54.691745,"Hartlepool, UK",NA
"I have had the flu for a week now.  I’m ready to die.  Lord, take me home. <ed><U+00A0><U+00BE><ed><U+00B4><U+00A2> #fluseason #death #killme",FALSE,0,NA,"3/3/2018 12:39",FALSE,NA,9.7e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hanoi_jolly",0,FALSE,FALSE,-110.3625658,46.8796822,"Montana, USA",NA
"RT @NEJM: Correspondence: Influenza Season and ARDS after Cardiac Surgery https://t.co/8DIi0jJZoW #FluSeason https://t.co/9EtNyp2M0H",FALSE,0,NA,"3/3/2018 12:21",FALSE,NA,9.7e+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","_C9_H13_NO3",24,TRUE,FALSE,-95.712891,37.09024,"United States",NA
"RT @NeonNettle: An investigation has found that #BigPharma is growing the flu virus in chicken eggs, causing it to mutate and become untrea…",FALSE,0,NA,"3/3/2018 12:15",FALSE,NA,9.7e+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","emgfind",12,TRUE,FALSE,-116.5765035,53.9332706,"Alberta, Canada",NA
"RT @NeonNettle: An investigation has found that #BigPharma is growing the flu virus in chicken eggs, causing it to mutate and become untrea…",FALSE,0,NA,"3/3/2018 12:13",FALSE,NA,9.7e+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MistressCnLA",12,TRUE,FALSE,-118.2436849,34.0522342,"Los Angeles","California"
"RT @NeonNettle: An investigation has found that #BigPharma is growing the flu virus in chicken eggs, causing it to mutate and become untrea…",FALSE,0,NA,"3/3/2018 12:10",FALSE,NA,9.7e+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JonesElenore21",12,TRUE,FALSE,NA,NA,"I am everywhere   or where ever I happen to be",NA
"RT @SeventhGen: Some of the germiest locations in your home may not be where you’d think. Learn more about germ hotspots and when to disinf…",FALSE,0,NA,"3/3/2018 12:06",FALSE,NA,9.7e+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","vserediuc7",6,TRUE,FALSE,23.5126929,37.9010847,"Greece/rhodes+306948839075",NA
"RT @FtMyersSEO: A busy #fluseason  has consumers taking a closer look at #ultraviolet lights.
How safe is the air we are breathing?
https:/…",FALSE,0,NA,"3/3/2018 9:38",FALSE,NA,9.7e+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Emilia_Milly",19,TRUE,FALSE,8.227512,46.818188,"Switzerland",NA
"Did you know that <ed><U+00A0><U+00BD><ed><U+00B0><U+009D> bee propolis has natural antibiotic &amp; anti-viral properties? @PubMedHealth has 2500+ studies on… https://t.co/M9Zn4cjnLm",FALSE,1,NA,"3/3/2018 9:24",TRUE,NA,9.7e+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Unbeelievable",0,FALSE,FALSE,-0.1277583,51.5073509,"London, England",NA
"RT @ECDC_Flu: How is the 2017-18 #FluSeason developing in #Europe? In week 8/2018, influenza activity continued to be widespread in the maj…",FALSE,0,NA,"3/3/2018 8:28",FALSE,NA,9.7e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","OlgaQuiben",38,TRUE,FALSE,-3.7037902,40.4167754,"Madrid",NA
"RT @EU_Health: .@ECDC_Flu: How is the 2017-18 #FluSeason developing in #Europe? 

In week 8/2018, #influenza activity is widespread in most…",FALSE,0,NA,"3/3/2018 8:17",FALSE,NA,9.7e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","keelpno_gr",17,TRUE,FALSE,NA,NA,"<U+0391><U+03B3><U+03C1><U+03AC>f<U+03C9><U+03BD> 3-5, <U+039C>a<U+03C1><U+03BF><U+03CD>s<U+03B9>, 15123",NA
"Me and my mom are both really sick, but at this point i just have to be the stronger and do the cleaning and make l… https://t.co/SKqIoyxKGw",FALSE,0,NA,"3/3/2018 8:14",TRUE,NA,9.7e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dorakiss04",0,FALSE,FALSE,NA,NA,"Magyarország",NA
"And looks like <ed><U+00A0><U+00BE><ed><U+00B4><U+00A7><ed><U+00A0><U+00BE><ed><U+00B7><U+009F><U+200D><U+2640><U+FE0F> and off to work later <ed><U+00A0><U+00BE><ed><U+00B4><U+00A6><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><U+200D><U+2642><U+FE0F> #sickandtiredofbeingsickandtired #fluseason… https://t.co/kHZYCOvqdm",FALSE,0,NA,"3/3/2018 7:17",FALSE,NA,9.7e+17,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","NitaKaroliina",0,FALSE,FALSE,24.9383791,60.1698557,"Helsinki, Finland",NA
"The worst of the nation's nasty #fluseason is finally over.  https://t.co/21iua2QqgT",FALSE,0,NA,"3/3/2018 6:00",FALSE,NA,9.7e+17,NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","wsbradio",0,FALSE,FALSE,-84.3879824,33.7489954,"Atlanta","Georgia"
"As Promised.. we had to bless you with ninathenaughtynurse.. it’s #FluSeason #GetYouANurse… https://t.co/I8I3WAs9Uy",FALSE,1,NA,"3/3/2018 4:17",FALSE,NA,9.7e+17,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","MystesAngels",0,FALSE,FALSE,-74.0059728,40.7127753,"New York, USA",NA
"RT @ECDC_Flu: How is the 2017-18 #FluSeason developing in #Europe? In week 8/2018, influenza activity continued to be widespread in the maj…",FALSE,0,NA,"3/3/2018 3:42",FALSE,NA,9.7e+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LydiaMFanfan",38,TRUE,FALSE,-118.2436849,34.0522342,"Los Angeles, California","California"
"New CDC report suggests this year's flu bug has peaked...
What the numbers are revealing... #fluseason #flubug… https://t.co/Q8XCPCx3H7",FALSE,1,NA,"3/3/2018 3:41",TRUE,NA,9.7e+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","5NEWSNielson",0,FALSE,FALSE,-94.3985475,35.3859242,"Fort Smith, AR","Arkansas"
"8yr old son &amp; hubby have the #flu. Made homemade chicken noodle + threw tamiflu + @tylenol + OJ down their throats.… https://t.co/xjaHeIZIdb",FALSE,0,NA,"3/3/2018 3:24",TRUE,NA,9.7e+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Kimberly__FeLix",0,FALSE,FALSE,-77.10111,38.8962,"District of Columbia (Adjacent), USA","District of Columbia"
"Are kids with the flu really more contagious than adults? Get the scoop on flu in schools. https://t.co/rt1ksZwqm7 #fluseason #edchat",FALSE,2,NA,"3/3/2018 3:12",FALSE,NA,9.7e+17,NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","The74",0,FALSE,FALSE,-74.0059728,40.7127753,"New York, NY",NA
"RT @kellybroganmd: We are in the midst of a shift in paradigm - but unfortunately pharmaceutical medicine hasn’t caught up. Today I’d like…",FALSE,0,NA,"3/3/2018 2:45",FALSE,NA,9.7e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PURE_N2WiSHiN",34,TRUE,FALSE,-119.4179324,36.778261,"CA",NA
"The spread of the #flu virus is finally slowing. But it's still worth getting the #vaccine #fluseason  https://t.co/jHfFeQHeQv",FALSE,0,NA,"3/3/2018 2:23",FALSE,NA,9.7e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TiknisArts",0,FALSE,FALSE,-80.1300455,25.790654,"Miami Beach, FL","Florida"
"RT @RegenceUtah: We're in the middle of #fluseason and it's one of the most important times to remember to wash your hands <ed><U+00A0><U+00BD><ed><U+00B6><U+0090> Hum the ""Happy…",FALSE,0,NA,"3/3/2018 1:40",FALSE,NA,9.7e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mark_Hiatt",1,TRUE,FALSE,-111.8910474,40.7607793,"Salt Lake City","Utah"
"According to the CDC, the flu season has peaked. However, the department says California is still experiencing high… https://t.co/Vi6goryzxd",FALSE,4,NA,"3/3/2018 1:30",TRUE,NA,9.7e+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","KMPHFOX26",0,FALSE,FALSE,-119.7725868,36.7468422,"Fresno ","California"
"Get the full story from our own Dr. Mary Beth Leininger https://t.co/hd2I7j6TCW #DogFlu #FluSeason https://t.co/yEuF5weILU",FALSE,1,NA,"3/3/2018 1:24",FALSE,NA,9.7e+17,NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","ASPCAPetIns",0,FALSE,FALSE,-81.5190053,41.0814447,"Akron, OH","Ohio"
"All the news you need in less than 90 seconds! https://t.co/Sy3DwJiHNw #3thingstoknow @Scott_Childers  #airlinepilot #fluseason",FALSE,0,NA,"3/3/2018 0:45",FALSE,NA,9.7e+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Star967",0,FALSE,FALSE,-88.1342237,41.5291465,"DuPage/Will County, IL",NA
"I think I’m finally getting hungry.... <ed><U+00A0><U+00BD><ed><U+00B6><U+0095><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD><ed><U+00A0><U+00BD><ed><U+00B6><U+0095><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD> you flu! #FluSeason",FALSE,5,NA,"3/2/2018 23:56",FALSE,NA,9.7e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ashnicole1111",0,FALSE,FALSE,-122.2913078,37.8271784,"Bay Area, CA",NA
"We're in the middle of #fluseason and it's one of the most important times to remember to wash your hands <ed><U+00A0><U+00BD><ed><U+00B6><U+0090> Hum the… https://t.co/UO7GAYSHwf",FALSE,2,NA,"3/2/2018 23:34",TRUE,NA,9.7e+17,NA,"<a href=""http://www.radian6.com"" rel=""nofollow"">Radian6 -Social Media Management</a>","RegenceOregon",1,FALSE,FALSE,-122.6764815,45.5230622,"Portland, Oregon","Oregon"
"We're in the middle of #fluseason and it's one of the most important times to remember to wash your hands <ed><U+00A0><U+00BD><ed><U+00B6><U+0090> Hum the… https://t.co/bjde0kksfw",FALSE,0,NA,"3/2/2018 23:34",TRUE,NA,9.7e+17,NA,"<a href=""http://www.radian6.com"" rel=""nofollow"">Radian6 -Social Media Management</a>","RegenceUtah",1,FALSE,FALSE,-111.8910474,40.7607793,"Salt Lake City, Utah","Utah"
"We're in the middle of #fluseason and it's one of the most important times to remember to wash your hands <ed><U+00A0><U+00BD><ed><U+00B6><U+0090> Hum the… https://t.co/2253onnI1Z",FALSE,0,NA,"3/2/2018 23:34",TRUE,NA,9.7e+17,NA,"<a href=""http://www.radian6.com"" rel=""nofollow"">Radian6 -Social Media Management</a>","RegenceIdaho",0,FALSE,FALSE,-117.001189,46.4004089,"Lewiston, Idaho","Idaho"
"We're in the middle of #fluseason and it's one of the most important times to remember to wash your hands <ed><U+00A0><U+00BD><ed><U+00B6><U+0090> Hum the… https://t.co/lbz9pw9bbh",FALSE,1,NA,"3/2/2018 23:34",TRUE,NA,9.7e+17,NA,"<a href=""http://www.radian6.com"" rel=""nofollow"">Radian6 -Social Media Management</a>","RegenceWA",2,FALSE,FALSE,-118.1667153,34.0033186,"Select Counties in Washington",NA
"FluMist is back: Vote reopens the way to wider use of popular vaccine https://t.co/J6ByrBoVzx via @statnews… https://t.co/De9fvglVWW",FALSE,0,NA,"3/2/2018 23:30",TRUE,NA,9.7e+17,NA,"<a href=""https://eclincher.com"" rel=""nofollow"">eClincher</a>","iquantified",0,FALSE,FALSE,-105.7820674,39.5500507,"Colorado, USA",NA
"RT @EU_Health: .@ECDC_Flu: How is the 2017-18 #FluSeason developing in #Europe? 

In week 8/2018, #influenza activity is widespread in most…",FALSE,0,NA,"3/2/2018 23:23",FALSE,NA,9.7e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ChristianLive",17,TRUE,FALSE,-1.5490774,53.8007554,"Leeds, England",NA
"Such a bummer that I can’t be @MIWband tonight #fluseason",FALSE,1,NA,"3/2/2018 23:19",FALSE,NA,9.7e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","facebreakerxoxo",0,FALSE,FALSE,-74.0059728,40.7127753,"New York, USA",NA
"Sahara West Urgent Care &amp; Wellness in Las Vegas, NV (https://t.co/9AfLUGLGJH)

Our services include: 
-General phys… https://t.co/Ik7ElfnxQ9",FALSE,0,NA,"3/2/2018 23:01",TRUE,NA,9.7e+17,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","SaharaWestUC",0,FALSE,FALSE,-115.1398296,36.1699412,"Las Vegas, NV","Nevada"
"RT @LauraAnnTull: #mydayinla That sound that sounds like electronic noise is #rain
#fluseason Stay dry… https://t.co/HbROO4NNd7",FALSE,0,NA,"3/2/2018 22:54",FALSE,NA,9.7e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LATimescitybeat",1,TRUE,FALSE,-118.2436849,34.0522342,"Los Angeles, CA","California"
"RT @chrishendel: US flu activity drops further as hospitalizations rise
via @CIDRAP 
https://t.co/LaBsqx6zmH
#influenza #fluseason #flu",FALSE,0,NA,"3/2/2018 22:45",FALSE,NA,9.7e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ayirpelle",2,TRUE,FALSE,-122.2913078,37.8271784,"San Francisco Bay Area",NA
"US flu activity drops further as hospitalizations rise
via @CIDRAP 
https://t.co/LaBsqx6zmH
#influenza #fluseason #flu",FALSE,0,NA,"3/2/2018 22:38",FALSE,NA,9.7e+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","chrishendel",2,FALSE,FALSE,-72.5778415,44.5588028,"Vermont, USA",NA
"RT @ECDC_Flu: How is the 2017-18 #FluSeason developing in #Europe? In week 8/2018, influenza activity continued to be widespread in the maj…",FALSE,0,NA,"3/2/2018 22:02",FALSE,NA,9.7e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","natasufe",38,TRUE,FALSE,2.1734035,41.3850639,"Barcelona",NA
